title,text,subject,date
Michael Moore LAYS WASTE To Anyone Who Says They Are ‘Christian’ Yet Supports Trump’s Bigotry,"If you claim to be a  Christian  but support Donald Trump and all the hate and bigotry he embodies, you re a hypocrite.And that s exactly what Michael Moore told Joy Reid during her Saturday morning show on MSNBC.Ever since Trump won the election on Tuesday night his deplorable supporters have been terrorizing minorities and women across the country, causing fear and panic in communities to the point that a movement has begun in which people wear safety pins to signify to others that they are safe to be near.But Moore believes more has to be done, particularly by white people. White people, no matter how painful, have a responsibility to reject anybody who stands in front of a camera who spews racism. Who spews sexism, misogyny. Who brags about being a sexual predator. I don t care what your race is, but especially if you re white. Because that means that you belong to the race that s been in power forever. This a country that was founded on genocide and built on the backs of slaves. So you have a special responsibility as a white person to always object to anybody who uses racism, who spews this hatred. Moore the wondered how white Americans will feel when they wake up one morning and realize that they ve been shitty human beings because they did nothing when they had a chance to stand against the hate. And that led to Moore calling out white people who call themselves  Christian. And do not call yourself a Christian if you are not willing, literally, to put your body in front of whoever is coming to hurt the other   the people who are not you. Here s the video via Twitter.MMFlint on the special responsibility he says white people have during #DonaldTrump presidency #AMJoy https://t.co/Ih87pHq8AB  AM Joy w/Joy Reid (@amjoyshow) November 12, 2016Moore is absolutely right. Because of Trump, the responsibility falls on white people to stand up against the racism, sexism, bigotry, and hate that he has incited against any American who isn t white or Christian. So whenever we see these behaviors we need to be brave and take a stand because being silent isn t an option.Featured Image: Screenshot",News,"November 12, 2016"
The Guy Trump Wants In Charge Of The Environment LITERALLY Hates Puppies,"As we are watching names being floated as part of Donald Trump s cabinet, it seems our greatest nightmares are beginning to unfold. The names being bandied about include Rudy Giuliani, who s never met a young black man he didn t think was a criminal, Jamie Dimon, the head of JPMorgan Chase and of crashing the economy fame, a Goldman Sachs exec, Sarah Palin and now, a puppy hater. Yes, a puppy hater.According to Politico, the top name for the Secretary of the Interior (the person in charge of the national parks and other public lands) is an oilman named Forrest Lucas. The San Francisco Gate also notes that other contenders include Sarah Palin, Arizona Governor Jan Brewer and Donald Trump Jr., who loves to trophy hunt.All of those picks would be disastrous for the environment, but Lucas is in a league of his own. He s the 74-year-old founder of Lucas Oil Products. He s also hated by animal rights activists. The victims of his financial attacks include the Humane Society, The Society for Prevention of Cruelty to Animals and People for the Ethical Treatment of Animals. He s also a fan of puppy mills.He has defended puppy mills, circuses, animal agriculture and trophy hunting. A nonprofit that he founded and bankrolled produced the feature film  The Dog Lover,  which portrays dog breeders and puppy mills as victims of animal-rights agencies  who aren t REALLY interested in animal welfare. A review of the movie on Roger Ebert s website called it  shamelessly manipulative  and  a pretty bald piece of anti-SPCA and/or PETA propaganda. This is what the Humane Society says about Lucas:In 2010, Forrest Lucas spent hundreds of thousands of dollars to bankroll the opposition to Proposition B in Missouri, which voters approved to set common-sense standards for the care of dogs in large-scale commercial breeding operations (their statement against Prop B can be found here). Lucas then supported an effort in the Missouri legislature to weaken and repeal parts of the voter-approved measure, before it even had a chance to take effect.In 2012, Forrest Lucas spent more than a quarter-million dollars opposing Measure 5 in North Dakota, which sought to establish felony-level penalties for malicious cruelty to dogs, cats and horses.In 2013, Protect the Harvest lobbied against a local ordinance in Harrison County, Indiana, to promote the spaying and neutering of pets and help reduce pet overpopulation, and in Crawford County, Indiana, to provide adequate shelter for dogs and protect them from the elements.Trump has made his views on regulation very clear. Trump, to our knowledge, has never had a pet. That may or may not be a big deal to you, but he once posted a press release that complained about regulations that protect the safety of dog food.It s becoming increasingly clear that Donald Trump only cares about protecting his fortune and the fortunes of his ilk. He won t care if people lose health insurance or if seniors lose Social Security. He won t care if the nation loses its precious public lands or if the environment goes to hell. Trump ran for president for Trump. Humans, dogs, plants and other animals can get screwed.Featured image via Lucas Oil propaganda video screen capture",News,"November 12, 2016"
Trump Has Already Made Us The World’s Punch Line In A NAUSEATING Way,"Trump s biggest champion on the other side of the pond,  Mr. Brexit  himself, made a joke about Trump that s just a taste of how much the world is already laughing at us for electing him. Nigel Farage is reportedly meeting with Trump at some point very soon, but before he does that, he decided to go there: Don t touch her, for God s sake! Of course, he s referring to the Access Hollywood tape where Trump bragged about kissing women without their permission, and boasted that his star power allows him to do anything he wants, even  grab them by the pussy.  That tape should have sunk his candidacy and probably would have in every other civilized nation. It didn t here, the world got a huge shock, and now the world sees just how ridiculous we really can be.If that weren t true, Farage wouldn t have made that joke in a radio interview earlier this week. He wants to be the go-between for Trump and Theresa May, the U.K. s new prime minister, although he d really like to be Trump s ambassador to the E.U. (what could possibly go wrong there?). Don t touch her,  isn t all Farage said. He went on with: If it comes to it, I could be there as the responsible adult role, to make sure everything s OK. Oh holy hell. Farage has already been branded as the U.K. s Donald Trump, but this is ridiculous. A national leader joking about the sexual assault another national leader committed? Joking about playing the  responsible adult  when Trump meets with Theresa May (or maybe any other female leader)?We just threw up a little in our mouths.What Farage did, besides help Trump solidify our position as the world s biggest punch line, is marginalize and objectify his own prime minister. But that doesn t matter, because of course it doesn t. If there s any doubt, though, that the world is starting to whisper, cast furtive glances, chuckle, and then burst out with pointing and loud guffawing, it s this snippet from The Guardian: Farage could literally curl up on Trump s lap to stop him assaulting female premiers. If they widened his frottage-combating duties it could be a fulltime job   Trump will be in the presence of many females a day, and you have to remember he is a man whose sole, frequently stated reason for not coming on to his own daughter is the fact they re related. So Farage could be kept in the Oval Office as an anti-grope Jeeves. Congratulations, Trumpkins. One of the things you claimed Obama had done has now come true for real, and Trump hasn t even taken office yet.Featured image by Win McNamee via Getty Images",News,"November 12, 2016"
HBO’s ‘Silicon Valley’ Stars Harassed By Trump Supporters In Los Angeles Bar (TWEETS),"After the election of Donald Trump, albeit not the popular vote by a long shot, many bigots everywhere are taking this as their cue to be as awful as possible. That somehow, just because a racist and misogynist got elected, that is their permission slip to verbally, or worse, physically assault people.It also looks that even liberal safe havens such as Los Angeles aren t even immune to this sort of bigotry that now seems justified to some.HBO s  Silicon Valley  stars Kumail Nanjiani and Thomas Middleditch were out at a bar in Silverlake, which is predominantly full of young liberal hipsters, and were approached by two men using white supremacist terminology.Nanjiani is Pakistani-American, and these two men apparently thought they could harass him and who he was with. Was it because of the color of his skin? Or was it just because they re actors who stood against Trump? Really, who s to know, but I bet most of us can take a wild guess.Here s Nanjiani s thread explaining the altercation with Middleditch chiming in:Was at a bar last night with @Middleditch. At the end of the night, 2 white dudes, 20's, who'd been there for hours came up to us.  Kumail Nanjiani (@kumailn) November 12, 2016""We're big fans of you guys. (To Thomas) I trolled you on twitter yesterday."" He goes on to say how we're wrong about Trump.  Kumail Nanjiani (@kumailn) November 12, 2016I go ""Hey we don't wanna discuss politics right now."" His friends goes ""oh they're cucks."" Then starts yelling at us. ""CUCKS CUCKS CUCKS!""  Kumail Nanjiani (@kumailn) November 12, 2016Btw, ""cuck"" is an Alt Right term. Look it up, it's not positive.  Thomas Middleditch (@Middleditch) November 12, 2016He starts getting in my face. Thomas puts his hand on the dude's chest to stop him. ""Don't touch me you cuck. Wanna go outside?""  Kumail Nanjiani (@kumailn) November 12, 2016At this point, the bouncer runs over, grabs them, kicks them out. The bartender is awesome & apologetic. Thomas & I are stunned.  Kumail Nanjiani (@kumailn) November 12, 2016This happened at a bar in LA surrounded by ppl. I can't imagine what it must be like to be someone who looks like me in other parts.  Kumail Nanjiani (@kumailn) November 12, 2016.@Tallarico @Thesixler @kumailn This was in Silver Lake. Gentrification central. Unbelievable.  Thomas Middleditch (@Middleditch) November 12, 2016@Pidgejen Just expected it somewhere else. I could've worded it better. Thought Silver Lake was full of peaceful hipsters.  Thomas Middleditch (@Middleditch) November 12, 2016We can't let hate/racism/bigotry/sexism be normalized. If something happens, be safe, but let it be known we won't stand for this.  Kumail Nanjiani (@kumailn) November 12, 2016.@kumailn Yes! Either you agreed with the sketchy rhetoric or you turned a blind eye to it. Bad news either way.  Thomas Middleditch (@Middleditch) November 12, 2016We thought Internet would give us access to ppl w different points of view. Instead it gives us access to many ppl w the same point of view.  Kumail Nanjiani (@kumailn) November 12, 2016This can t be the America we live in. We need to stand up against hate where it stands and not allow these hateful individuals to think they can be as horrendous as they want. Not today. Not ever.Featured Photo by Alberto E. Rodriguez/Getty Images",News,"November 12, 2016"
CHAOS In Washington As Trump Avoids Real Work And His Transition Team Eats Itself Alive,"A mere four days after Trump got exactly what he claimed he wanted, his transition team is plagued with infighting, shake-ups and general chaos, just like his campaign. Chris Christie was heading up the transition team, but now that job has gone to Mike Pence. There s also little evidence that Trump himself is even working all that much.He couldn t run a campaign, now he can t run his transition team, so how can anybody expect him to run a country? Already, reports are coming out that he s hinting he d rather stay in his gilded castle at the top of Trump Tower, or down at Mar-a-Lago in Florida. Trump s terror at the drastic change his life is about to undergo, along with his general incompetence at, well, pretty much everything, mean he could easily become an absentee president.Those reports are also alleging that Trump wants to spend a lot of time doing exactly what he did on the campaign trail: Holding huge rallies. He needs the applause. He needs the adoration. He needs to be seen and heralded and worshiped like the god he s not. Some are trying to spin this as a good thing: I think Trump has discovered that these rallies are tremendous opportunities for him to get his message out,  said Christopher Ruddy, chief executive of Newsmax Media, a conservative website.  It s actually sort of old-fashioned, that you want to actually meet people and press the flesh with him. We re sure that s the reason. What about the actual work of being president, though? That s possibly not even on his radar right now.He s already an absentee president-elect   the only contact he s had with his transition team has been through Christie. Fissures are appearing between New Yorkers who worked on the campaign and think of themselves as outsiders and Washington team-builders who ve been quietly laying the groundwork for an actual administration.The New Yorkers view those people as nothing more than pencil-pushers, while the Washington group views the New Yorkers as interlopers.There s a rift emerging between Corey Lewandowski and Reince Priebus over who s going to head the RNC. Lewandowski s allies also see Priebus, who s up for White House Chief of Staff, as the very establishment insider they supposedly don t want.Social and fiscal conservatives from places like The Heritage Foundation find themselves annoyed with Chris Christie and his allies, whom they view as not conservative enough to even be there.Then there are his kids, who are playing pivotal roles in the transition and raising eyebrows about how they re going to manage a blind trust while working directly with or even leading the transition team and administration. Their involvement with the transition is creating some serious problems: That s a fight you can t win,  one of the people said.  The Christie people are from New Jersey, they act like they re in charge, and Jared Kushner is like,  You re not really in charge.' Trump has praised some of his closest allies from the campaign, but the transition is shaping up to look like his campaign. Actually, it will be multiplied by about a billion since this team is responsible for several thousand hires and placements within the administration, and Trump can t run a bare-bones administration while still doing whatever he wants.And Trump has quietly retreated, like he always does, seemingly under the assumption that since he s the boss, he just has to stand around, look pretty, and listen to the loudly cheering crowds, and doesn t have to be around and actually do any real work.Featured image by Zach Gibson via Getty Images",News,"November 12, 2016"
" Michelle Obama Poses In A Pretty Dress, So Racist Conservatives Call Her A ‘Monkey’ (SCREENSHOTS)","Trump fans may have won the election, but they aren t taking a break from expressing their racist hatred of Michelle Obama. The Donald s Deplorables were out in force after the First Lady posed for the cover of Vogue. I could have spent eight years doing anything, and at some level, it would have been fine,  Obama told the magazine.  I could have focused on flowers. I could have focused on decor. I could have focused on entertainment. Because any first lady, rightfully, gets to define her role. There s no legislative authority; you re not elected. And that s a wonderful gift of freedom. In exercising her freedom, Michelle Obama has done quite a bit to push education, healthy eating, and support for our veterans   and in exercising their freedom, the Right has responded with nothing but hate. The reaction to the First Lady appearing in elegant clothing was typical. Readers of Yahoo News showered Obama with racist remarks, calling her an  ape  and a  monkey  and even wishing death upon her for the horrific crime of wearing pretty clothes.            If you thought this behavior would stop after the election, you were wrong. Trump fans are not done by a long shot   and now they have been emboldened by America electing its first official KKK candidate.It will get worse before it gets better.Featured image via Vogue/screengrabs",News,"November 12, 2016"
Trump Is Already Creating A STRIKING Double Standard With Requirements For His Administration,"One of the major issues of the 2016 campaign was Trump s taxes, and the reason everyone made such a big deal of it was the fact that, except for a financial disclosure that was about as vague as possible, he was being as opaque as he could. It s hard to trust someone who s that opaque. For applicants for his transition team and administration? They have to be transparent about it, which reveals massive double standards on Trump s part.The transition team s website, GreatAgain.gov, says: Financial holdings and sources of income must be disclosed. Any conflicts must be remedied by divestiture, the creation of special trusts, and other actions. Okay, so they can do that with financial disclosures rather than their tax returns. In fact, they ll be required to file those financial disclosures. But then there s this, which is where Trump s hypocrisy comes in: You will be asked about possible conflicts of interest deriving from your sources of income; all aspects of your personal and professional life, including organization [sic] which you belong or once belonged; speeches you may have given and books, articles and editorials you may have written; legal, administrative and regulatory proceedings to which you may have been a party; in short, anything that might embarrass the President or you if he should choose you for a position in his administration. This refers, in part, to the SF-86, which is required for anyone in order to gain a security clearance. The kicker is this: Even knowing that these job candidates have to give out sensitive and detailed information about their lives, it shows that Trump is applying a different set of standards to himself than those by which his workforce must abide.Trump gets away with being opaque to everyone and probably pats himself on the back for it, and can continue to be so while his candidates will have to be forthcoming and detailed. He can even continue to lie about things that are important to gain the public s trust. His candidates?Nope.The SF-86 is ridiculously thorough, and it s an ungodly pain in the ass to fill out because of that, even through the online e-Qip system. It asks for a lot of financial information (along with just about everything else that was ever in your life) including bankruptcies, tax liens, repossessions, judgments entered against you, and more. A lot of this is information that Trump has flatly lied about, denied, or downplayed. His candidates don t have that luxury.Information provided on the SF-86 is covered under the Privacy Act, so his candidates  info will not be made public, even through a FOIA request. Someone handling those forms and investigations would have to get stupid in order for that info to be made public.The double standard remains, though. Trump is a hypocrite who is already making it clear that he won t live or govern by the same standards that everyone else must live and/or govern. That s absurd.Featured image by Chip Somodevilla via Getty Images",News,"November 12, 2016"
Trump Reverses Himself On Obamacare And Conservatives Throw A Temper Tantrum,"Well, well, well, look what we have here.During his meeting with President Obama, Donald Trump apparently was convinced that repealing Obamacare is probably not a good idea after all.According to the Wall Street Journal, Trump told reporters after the meeting that he may just simply  amend  Obama s signature healthcare law and said he would consider suggestions the president made during their discussion. Either Obamacare will be amended, or repealed and replaced,  Trump said.  I told him I will look at his suggestions, and out of respect, I will do that. It s not a guarantee, but it s definitely a reversal from he has been telling his supporters throughout his campaign for the last year and a half.Republicans have been trying to destroy the healthcare law for years and even shut the government down in protest of the law. They were hoping Donald Trump would be a rubber stamp to their agenda and now it turns out President Obama may have reasoned with Trump. And considering over 100,000 Americans have signed up for an Obamacare health plan already this year and repealing the law could seriously hurt millions of Americans, including conservatives, it looks like Trump has changed his tune on a core campaign promise.And of course, his supporters are already starting to throw a hissy fit about it.@thehill KEEP YOUR PROMISE AND REPEAL IT DON T SELL US OUT BEFORE YOU ARE SOWRN IN KEEP YOUR WORD &DON T LET US DOWN  ERNIE (@GRANDPASOF) November 11, 2016@thehill watch it! This is not why I voted for you. You said  repeal and replace . Hell, Hillary was going to  keep parts of obamacare  Suzy Z (@suzyq10867) November 11, 2016@WSJ wrong   wrong   wrong   wrong   it must be totally repealed  Mr Dane A Wolfe (@MrDaneAWolfe) November 11, 2016 @WSJ: Donald Trump willing to keep parts of health law https://t.co/rlRKQLrTgD What? We haven t heard that from Trump yet. Maybe 1-5% OK.  Deplorable Highlandr (@Incogneato76) November 11, 2016@WSJ hahahahaha not even sworn in yet and backing off one of the most fucked up laws in the books Obamacare sucks and needs to end !  Jeff Berghuis (@JeffS_Berghuis) November 11, 2016Whether Trump actually keeps or repeals Obamacare is yet to be seen. But it s entertaining watching his supporters lose what s left of their minds whining about being lied to by a known liar.Featured Image: Pete Souza",News,"November 11, 2016"
Top First Amendment Lawyer Makes MIND-BLOWING Suggestion To Media: Sue Trump (TWEET),"The election of reality television star Donald Trump has people all over the world responding in various ways. Some of us are in total shock, despair and disbelief, and some of us are finding creative ways to resist this presidency. First Amendment lawyer Floyd Abrams is amongst those raising eyebrows with an unprecedented suggestion for Americans.On Wednesday night, during a dinner hosted by the Media Law Resource Center, the top lawyer made a suggestion that shocked everyone. First, he called Trump  the greatest threat to the First Amendment since the passage of the Sedition Act of 1798.  And then he surprised everyone again when he suggested that reporters should think about suing Trump.When Abrams, who is the most well-known First Amendment lawyer in the country, was asked for clarification, he said: It s seems to be that in light of the attacks made by then-Candidate Trump against the press on a continuing basis his preventing certain journalists from even attending his rallies as part of the press corps because he disapproved for their writing, and his public comments about wanting to loosen American libel law the press ought to be thinking broadly about how to defend itself if his Administration turns out to be as antagonistic to the press as may be the case. Abrams also cited libel law, and suggested that Trump be sued by the media for defamation. Abrams warned the press that it should be trying to protect itself, as Trump has threatened several times to prevent the media from speaking negatively about him. It may well be necessary to think outside the box in response to a deliberately repressive administration. It s because the level of hostility to the press, and perhaps the willingness to limit or punish press criticism may reach a new height in this administration. Although Abrams mentioned that this would be a first for American journalists, maybe it s time that changed. The press is used to defending libel cases. That s a good part to what I ve done in my career. So as to protect free speech and free expression as much as possible. I m not seeking to move away from that. My plea is to bear in mind that one of the potential weapons is that when anyone president or shoemaker defames an entity, and speaks falsely and maliciously, one of the possible responses is to bring a libel suit. Trump has spent days on Twitter bashing the media and condemning journalists for speaking the truth about him. Even after the election, Trump has continued to criticize the media for doing its job. Just days after winning the election, Trump was back at it again: TwitterFeatured image via Joe Raedle / Getty Images",News,"November 11, 2016"
Lindsey Graham Wants Trump To Put Ted Cruz On The Supreme Court Bench,"As if the election of Donald Trump couldn t get even more disastrous and hypocritical, Senator Lindsey Graham just called on Trump to nominate a right-wing extremist to nation s highest court.All year long, Republicans have been blocking President Obama s nomination of Merrick Garland to the Supreme Court because they want the next president to make the pick. And because they now have the conservative puppet president they have always wanted, they want to make sure that nominee is a conservative extremist.South Carolina Senator Lindsey Graham told WYFF-TV that Trump should pick Texas Senator Ted Cruz as the nominee and warned Democrats not to block him, which is hypocritical considering how Republicans have treated President Obama s nominee and threatened to block any nominees Hillary Clinton would have made had she won the election. I m here to tell my Democratic colleagues that I voted for Obama s nominees. I expect them to give Trump s nominees a fair shake. He won this election. He will pick a conservative. I would put Ted Cruz on that list. If they try to block this pick, they will regret it. If you don t honor Trump s nominee, you re making a huge mistake. Democrats should stand up and give Graham a collective middle finger.Since Antonin Scalia died in February, there has been a vacancy on the Supreme Court bench that has yet to be filled. The body wasn t even cold yet before Republicans vowed to block any nominee President Obama picked to replace him, going so far as to even deny Garland a confirmation hearing. That s far from the  fair shake  Graham is asking Democrats to give to a man as dangerous as Ted Cruz.Putting Cruz on the Supreme Court would guarantee rulings against women s rights and LGBT rights as well as putting laws like the Voting Rights Act and the Civil Rights Act in further peril. In no uncertain terms should Democrats grant Cruz a hearing, nor should they respect any of Trump s conservative choices for the court. Republicans should have thought about  fair shakes  before taking the totally unprecedented step of being complete assholes toward the Supreme Court nominee of a sitting president who also won an election and s far more popular than Trump. Again, Senate Republicans didn t even give Garland a hearing or a vote. They refused to do their jobs entirely out of disrespect towards President Obama. And so that s exactly what Democrats should do to Trump. Turnabout is fair play and Republicans only have themselves to blame.Featured Image: Ethan Miller/Getty Images",News,"November 11, 2016"
WATCH: This Irish Senator BLASTS His Government For Playing Nice With Fascist Trump,"America will have a fascist in the White House starting on January 20th, and this Irish senator can t believe his own government is accepting that.Despite warnings from experts in the media, historians, and Jews who survived the Holocaust, Americans went to the polls and elected a fascist anyway, disgracing all the soldiers who fought and died during World War II to keep fascism out of America and sweep it out of Europe.After winning, Trump has received congratulation messages from nations around the globe. Some nations have even kissed Trump s ass, which pissed off Irish Senator Aodh n O Riord in to the point where he ripped his government for sucking up to a fascist. America has just elected a fascist and the best thing that the good people in Ireland can do is to ring him up and ask him, is it OK to still bring the shamrock on Saint Patrick s Day? I am embarrassed by the reaction of the Irish government to what has happened in America. I can t believe the reaction from An Taoiseach and from the government. O Riord in then went on a tear listing some of the aspects of fascism. I don t use the term fascist lightly. What else would you call someone who threatens to imprison his political opponents. What else would you call somebody who threatens to not allow people of a certain political faith into their country. What would you say, or what would you call somebody who was threatening to deport 10 million people. He also warned his government that right-wing extremism is rising across Europe and the United States. Can the government not understand what s happening? We are at an ugly international crossroads. What s happening in Britain is appalling. What s happening across Europe is appalling. It has echoes from the 1930s. And America, the most powerful country in the world, has just elected a fascist! He then called for the Minister of Foreign Affairs to explain how Ireland intends to deal with  monster  Trump and said Ireland s support should be conditional like Germany s. Germany and America are connected by values of democracy, freedom and respect for the law and dignity of man,  Angela Merkel said in a message to Trump.  Independent of origin, skin-color, religion, gender, sexual orientation or political views. I offer the next president of the United States close cooperation on the basis of these values. Here s the video via The Irish Independent.Donald Trump and the Republican Party are the enemies of everything that is good in this world. Trump has no right to call for unity when he spent a year and a half dividing Americans with hate, ignorance, fear, racism, and sexism. He is an impending disaster and we will see suffering under his tyranny.Featured image via screenshot",News,"November 11, 2016"
Megyn Kelly Unveils DAMNING Truth Bomb About Trump’s Amazingly Hypocritical Campaign Performance,"Prior to the election, one of the things that Trump kept harping on was how the DNC gave Hillary debate questions in advance. He claimed to have solid evidence of that, and so did conspiracy sites that purported to be able to see what Hillary was staring at on her podium for one of the debates. It seems, though, that Trump s gripe was less-than legitimate   even more so than most of his gripes throughout the campaign.This kind of thing is only a problem if it could hurt him. When it benefits him, everyone should have at. But we knew that. What many probably didn t know is that the accusations he insisted on lobbing during the final stretch up to the disastrous Nov. 8 election were incredibly, amazingly, astonishingly, astoundingly hypocritical.Megyn Kelly s new book, Settle For More, details out a lot of what Trump did to her during the primaries. But that s not all. The New York Times  review of her book says: The day before the first presidential debate, Mr. Trump was in a lather again, Ms. Kelly writes. He called Fox executives, saying he d heard that her first question  was a very pointed question directed at him.  This disconcerted her, because it was true: It was about his history of using disparaging language about women. The day before.  Now how did he know what Kelly was going to ask, we wonder? Could it be that someone at Fox leaked the debate questions to him? There s no other way for him to know that.Throughout the last 17 months, the accusations Trump leveled at his enemies were things he himself was guilty of. Following the third general election debate, he was adamant about exposing alleged treachery on the part of the DNC and Hillary. His claim was that she d gotten the debate questions in advance, while he was kept in the dark. We have to ask Trump,  Project, much?  Then again, projection is what he does.But that s not all   Settle For More also contains this tidbit: On the day of the debate, Ms. Kelly writes, she woke up feeling great. Then an overzealous, suspiciously enthusiastic driver picked her up to take her to the convention center. He insisted on getting her coffee, though she d repeatedly declined his offer. Once it was in her hand, she drank it. And within 15 minutes, she was violently ill, vomiting so uncontrollably that it was unclear if she d be able to go on and help moderate that evening. It was so bad that she kept a trash pail beneath her desk throughout the debate, just in case. Was Trump trying to poison her in advance of the debate? She doesn t say, and The New York Times wisely leaves that up to the reader to determine. Regardless, it s suspicious and entirely typical of a man like Trump   he will stop at nothing to get revenge on his enemies. And the Electoral College will put this man in the White House.Photo of Megyn Kelly by Neilson Barnard via Getty Images for Hollywood Reporter. Photo of Trump by Zach Gibson via Getty Images ",News,"November 11, 2016"
Trump Gets His A** Handed To Him For Whining About ‘Unfair’ Protest Against Him,"Millions of Americans did not vote for Donald Trump on Tuesday night and are protesting his election. And Trump can only whine about it.It didn t take long for Trump to act unpresidential on Twitter following his election victory.Once he got his phone back from his aides, Trump took to his Twitter account to whine, bitch, and moan about the anti-Trump protest movement.Trump called the protests  professional  as if they are getting paid to protest and then accused the media of inciting the movement.Just had a very open and successful presidential election. Now professional protesters, incited by the media, are protesting. Very unfair!  Donald J. Trump (@realDonaldTrump) November 11, 2016Yeah, Trump literally has not learned to keep his mouth shut and you can see the hypocrisy in this one since he s the one who incited his supporters to threaten bloody violence with guns if he had lost the election to Hillary Clinton. He definitely would not be calling that  unfair. Needless to say, Twitter users found Trump s tweet amusing and proceeded to humiliate him in response.@realDonaldTrump how is this hard to understand when you lost the popular vote? many people don t like you!  James Grebey (@jgrebes) November 11, 2016@realDonaldTrump wait we can get paid to protest you?  Enrico (@The700Level) November 11, 2016@The700Level @KittyCRodriguez @realDonaldTrump I want in on this too. Need to save up money before Trump takes my health care away.  Andrew Whatever (@xvszero) November 11, 2016@realDonaldTrump Try listening to the protesters. You might learn a lot about the nation you are about to lead.  Dave Hogg ? (@Stareagle) November 11, 2016@realDonaldTrump I was one of those protestors. Not a professional. Did it because I believed in it. Heard about it through friends.  Tom Coates (@tomcoates) November 11, 2016@realDonaldTrump that s democracy, dude. You re answerable to the people now. They re allowed to protest.  Dan Hatch (@Daniel_Hatch) November 11, 2016@realDonaldTrump I will finish what you started pic.twitter.com/xsEE7mwEat  Emo Kylo Ren (@KyIoR3n) November 11, 2016@realDonaldTrump They re still allowed to dislike you, Donald.  Tom Bonier (@tbonier) November 11, 2016@realDonaldTrump Your deplorables are the least evolved of the human species.  Big Lee ?? (@StopTrumpBigly) November 11, 2016.@realDonaldTrump We are Americans. We are allowed to protest. It s not  unfair , it s in the Constitution.  billy eichner (@billyeichner) November 11, 2016.@realDonaldTrump Protesting is a constitutional right. Also, now that you are President-elect, your lies are government propaganda.  Lauren Duca (@laurenduca) November 11, 2016@laurenduca He got exactly what he wanted & still he s pitying himself   not to mention responding to protest like a dictator. Lord love us.  Rachel Vorona Cote (@RVoronaCote) November 11, 2016@realDonaldTrump Have you prepared a speech yet on how to tell your supporters that your wall on the border is never going to be happen?  #NotMyPresident (@BestOfRaps) November 11, 2016@realDonaldTrump THIS was unfair   pic.twitter.com/qg2EpVMj99  Tony Paul (@TonyPaul1984) November 11, 2016@jonahkeri every time I calm down for a minute, this clown reminds me of how dangerous he is.  Greg Chernack (@GChernack) November 11, 2016If Hillary Clinton had won, does anyone think Trump would be calling this  a very open and successful election?  Please. @realDonaldTrump  Charles Johnson (@Green_Footballs) November 11, 2016Donald Trump spent a year and a half using offensive hateful divisive language casting anyone one who isn t a white male conservative an enemy of America. People are NOT going to forget that and they certainly are not going to forgive and bow down to kiss Trump s ass. His entire campaign was unfair to the American people and now he is reaping what he sowed.Featured Image: Chip Somodevilla/Getty Images",News,"November 10, 2016"
ISIS Fighters Celebrate Trump’s Victory Because He Is The ‘Beginning’ Of America’s Destruction,"Donald Trump is the best player on the terrorist organization s team, and they couldn t be happier that he won the election.Tuesday s election results have not only emboldened racists to attack minorities across the country, it has emboldened ISIS.Trump s victory drew celebration from ISIS fighters on social media, and the comments should make Americans regret their decision to put such an inexperienced person in the White House. Rejoice, he will show America s ugly face,  said fighter wrote.And Trump has already done that by using the divisive and hateful rhetoric that is splitting the country along political and racial lines that will take years to heal. Trump can beg for unity all he wants, he squandered that opportunity from the very first day of his campaign. I am optimistic about Trump s victory because he is a stupid, arrogant, hubristic bull who is dumber than Bush,  another ISIS fighter said.And it s true. Donald Trump doesn t have a clue how to govern and he certainly doesn t know how to lead a military force. After all, he dodged the draft multiple times during Vietnam and ridiculously claimed that he  knows more about ISIS than the generals do,  all while expressing wonder at why the United States doesn t just use nuclear weapons to defeat enemies.Most of all, ISIS fighters are cheering Trump s victory because he is inspiring others to join them. Trump s vulgarity will embarrass (Arab) tyrants and enlarge the field of jihad,  one fighter wrote.  If Trump wins, it s in our favor,  another said.But they are only too happy to let Donald Trump rip the United States apart for them. Praise God, may He increase this,  one fighter said of the divisions and hate Trump has caused. If we can inflame the dissension and troubles in their countries maybe they ll withdraw,  wrote another, signaling that ISIS may try to stoke fear and violence among Americans.And they are hoping that Trump is the beginning of the end of the United States as a world power and beacon of democracy. Trump s rule may be the beginning of a split in the United States and the era of its disintegration, Considering Trump did significant damage to our democratic values and system, and the fact that Russia probably believes they have a puppet in the White House who will help them weaken NATO, it s pretty clear that Donald Trump is already harming this country domestically and around the world.America is a joke now because of Donald Trump s victory. He is a vengeful man who ignores facts and is easily provoked. ISIS wants nothing more than for the United States to sacrifice more blood and treasure in the Middle East and he may very well give them want they want because he wants to prove how tough he is. Our enemies sense weakness and they are moving to exploit that weakness for their own gain. Conservatives may think they found their champion, but our enemies know they found their fool.Featured Image: Brian Blanco/Getty Images",News,"November 10, 2016"
